ensembl_gene_id	mgi_symbol	gene_biotype	description	PFC.P.Value_PFC_FENT	PFC.logFC_PFC_FENT	AMY.P.Value_AMY_FENT	AMY.logFC_AMY_FENT	INPUT.P.Value_INPUT_FENT	INPUT.logFC_INPUT_FENT	NAC.P.Value_NAC_FENT	NAC.logFC_NAC_FENT	cell_type	avg_logFC	p_val	p_val_adj	de_family	de_method	de_type
ENSMUSG00000000120	Ngfr	protein_coding	nerve growth factor receptor (TNFR superfamily, member 16) [Source:MGI Symbol;Acc:MGI:97323]	0.696316269848251	0.074153578601303	0.579494115906069	0.10623716606256	0.0390284945252265	0.359916147450928	0.558039228825763	0.111379002889286	9	-4.02092594151584	0.023357783586459	1	pseudobulk	edgeR	LRT
ENSMUSG00000000184	Ccnd2	protein_coding	cyclin D2 [Source:MGI Symbol;Acc:MGI:88314]	0.624906480575058	-0.0641250039606138	0.067674308047844	-0.244875626271537	0.67835137407352	-0.0490478389176814	0.741436193361716	0.0432525419443355	9	-0.582274623814661	0.0397167952616426	1	pseudobulk	edgeR	LRT
ENSMUSG00000000628	Hk2	protein_coding	hexokinase 2 [Source:MGI Symbol;Acc:MGI:1315197]	0.193472541222192	-0.207877745914307	0.117269911115408	-0.253327049694639	0.743377230499401	0.0468897304149756	0.212572706470319	0.199152896212927	9	4.23953217893107	0.0303651433524584	1	pseudobulk	edgeR	LRT
ENSMUSG00000000739	Sult5a1	protein_coding	sulfotransferase family 5A, member 1 [Source:MGI Symbol;Acc:MGI:1931463]	0.556661259232993	0.118527692850857	0.139278307549911	0.30299848790516	0.0413376916255679	-0.377125046615471	0.257909950432826	0.229033173173092	9	4.52596836107515	0.0150897120515246	1	pseudobulk	edgeR	LRT
ENSMUSG00000000751	Rpa1	protein_coding	replication protein A1 [Source:MGI Symbol;Acc:MGI:1915525]	0.463197786628989	0.0387555981985388	0.850487363760701	-0.0100209785729786	0.82541824187328	-0.0104892611958634	0.463414113914257	0.0387367692268672	9	1.06921409026721	0.00367355743833172	1	pseudobulk	edgeR	LRT
ENSMUSG00000000782	Tcf7	protein_coding	transcription factor 7, T cell specific [Source:MGI Symbol;Acc:MGI:98507]	0.0520136220549585	0.288680542397129	0.263041955559111	-0.165900005408148	0.249621850034091	0.152680138453	0.017316758837708	-0.356461967883646	9	-5.04962376282329	0.00255482388701299	1	pseudobulk	edgeR	LRT
ENSMUSG00000001151	Pcnt	protein_coding	pericentrin (kendrin) [Source:MGI Symbol;Acc:MGI:102722]	0.834965308604733	0.0189297991674096	0.0399649118856644	-0.191585243773999	0.314237328777487	-0.0828156739473815	0.509925653207299	-0.0599722983017936	9	-0.70795866262591	0.023781809798496	1	pseudobulk	edgeR	LRT
ENSMUSG00000001334	Fndc5	protein_coding	fibronectin type III domain containing 5 [Source:MGI Symbol;Acc:MGI:1917614]	0.851673992298263	-0.0198981954878095	0.788436950796508	0.0288015659359298	0.641397429212406	-0.0447393164874907	0.0934141863411265	-0.180649444955329	9	0.564734107644432	0.0290150341976395	1	pseudobulk	edgeR	LRT
ENSMUSG00000001493	Meox1	protein_coding	mesenchyme homeobox 1 [Source:MGI Symbol;Acc:MGI:103220]	0.0290954072935713	0.641367743897047	0.164104316277515	-0.407455641908571	0.583087830540346	0.142771365225898	0.56744718026921	-0.164919509447834	9	-4.02092594151584	0.023357783586459	1	pseudobulk	edgeR	LRT
ENSMUSG00000001525	Tubb5	protein_coding	tubulin, beta 5 class I [Source:MGI Symbol;Acc:MGI:107812]	0.776870376256672	-0.01696604795751	0.968157194698529	0.00240919998876876	0.728017761123841	-0.0187816785405941	0.147070930932358	0.0875504553988975	9	0.787280131267506	0.0242346478983103	1	pseudobulk	edgeR	LRT
