ensembl_gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	ModuleEigengene	mgi_symbol
ENSMUSG00000002012	-0.0460928762939416	-1.07639591684361e-16	-0.458734704407141	0.646646167586393	0.850850220508412	-6.12736644208052	ME11	Pnck
ENSMUSG00000006782	-0.131087341013121	4.9439619065339e-17	-1.30463354570642	0.192684466375039	0.453075849234859	-5.4099844295212	ME22	Cnp
ENSMUSG00000009900	-0.187018558644933	3.46944695195361e-19	-1.86128335041459	0.0633560155302343	0.453075849234859	-4.56242412612173	ME12	Wnt3a
ENSMUSG00000019907	-0.117880348714015	1.09114106638941e-16	-1.17319228632824	0.241339310881879	0.464114059388229	-5.5666204078264	ME3	Ppp1r12a
ENSMUSG00000019986	-0.0685406622462278	9.85322934354826e-17	-0.682144030996948	0.495498837725308	0.700207345542117	-6.00478356194637	ME2	Ahi1
ENSMUSG00000020745	-0.103817666042147	-7.71951946809679e-18	-1.03323485478261	0.302048963726328	0.539373149511301	-5.71513686853591	ME5	Pafah1b1
ENSMUSG00000022973	-0.12250856654476	-1.71737624121704e-17	-1.21925415768944	0.223386443490035	0.464114059388229	-5.5136207776849	ME10	Synj1
ENSMUSG00000024513	0.0740845730937135	-2.72351585728359e-17	0.737319244790564	0.461312494753908	0.700207345542117	-5.96711689242223	ME16	Mbd2
ENSMUSG00000025351	0.236117751197759	5.99346960949987e-17	2.34993811430292	0.019207638911782	0.240095486397275	-3.57273396146946	ME23	Cd63
ENSMUSG00000027273	-0.000125578895404761	-3.33500588256541e-17	-0.00124981129612973	0.999003348971481	0.999003348971481	-6.22857308190817	ME4	Snap25
ENSMUSG00000029843	0.165654299002862	3.60822483003176e-17	1.64865771019021	0.0999156989399229	0.453075849234859	-4.92134977499118	ME6	Slc13a4
ENSMUSG00000032328	-0.00548456787158583	1.85615411929518e-17	-0.0545846088087049	0.956493625745648	0.996347526818383	-6.22714088841388	ME21	Tmem30a
ENSMUSG00000032340	0.0801268819380145	3.40005801291454e-17	0.797454714400895	0.425607570274997	0.700207345542117	-5.92272903680373	ME24	Neo1
ENSMUSG00000035594	0.173022240152971	2.53269627492614e-17	1.72198640167889	0.0857591457796735	0.453075849234859	-4.80247878722439	ME19	Chrna5
ENSMUSG00000036634	0.0128317835414948	-1.31838984174237e-17	0.127707032045161	0.898437873413988	0.97656290588477	-6.22073017495628	ME7	Mag
ENSMUSG00000038642	0.3559419418871	-1.21430643318376e-18	3.54247629191985	0.000437778070903836	0.0109444517725959	-0.193217158895846	ME20	Ctss
ENSMUSG00000056342	-0.151098512606126	-2.02962646689286e-17	-1.50379271353566	0.133336224229076	0.453075849234859	-5.14098437741431	ME8	Usp34
ENSMUSG00000058665	0.0671709864639886	1.64798730217797e-17	0.668512470859711	0.504149288790324	0.700207345542117	-6.01363837738264	ME13	En1
ENSMUSG00000074064	-0.129798129288116	9.77516678712931e-17	-1.29180279598672	0.19708850592001	0.453075849234859	-5.42600650409792	ME0	Mlycd
ENSMUSG00000074129	0.154770705645596	3.62557206479153e-17	1.54033984454447	0.124180400480795	0.453075849234859	-5.08747795840934	ME9	Rpl13a
ENSMUSG00000086324	-0.0221041726573293	-7.84095011141517e-17	-0.219989549913533	0.825979054247003	0.97656290588477	-6.20529864831709	ME1	Gm15564
ENSMUSG00000098771	0.13997551535202	-3.46944695195361e-19	1.3930922047424	0.16427968359603	0.453075849234859	-5.29521474575353	ME15	Mir6538
ENSMUSG00000102070	0.129143354810278	2.1163626406917e-17	1.2852862190079	0.199353373663338	0.453075849234859	-5.43408327911719	ME14	Gm28661
ENSMUSG00000104212	-0.0339299519897413	-2.94902990916057e-18	-0.337684426489312	0.735758476203278	0.919698095254098	-6.17373210896415	ME17	Gm37986
ENSMUSG00000118866	-0.0142785000604043	-8.67361737988404e-20	-0.142105332347155	0.887060405706062	0.97656290588477	-6.21886180828693	ME18	Rn7s1
